Argus v3 evolution (17-gene reduced) — run v3, budget 5 min, seed 42

Data: 3951 bars, 71 curated events
Train: 2010-08-18 → 2022-12-31 (2602 bars, 7.1yr)
Test:  2023-01-01 → 2026-09-10 (1349 bars, 3.7yr)
Indicators + event-state precomputed

Buy-hold train: $1000 → $236320000
Buy-hold test:  $1000 → $4702

Gen    1 | fit   2.083 | CAGR   72.3% | DD  34.7% | Calmar   2.08 | trades   84 | ✓
Gen 3696 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3701 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3706 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3711 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3716 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3721 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3726 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3731 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3736 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3741 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3746 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3751 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3756 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3761 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3766 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3771 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3776 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3781 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3786 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3791 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3796 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3801 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3806 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3811 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3816 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3821 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3826 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3831 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3836 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3841 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3846 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3851 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3856 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3861 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3866 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3871 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3876 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3881 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3886 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3891 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3896 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3901 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3906 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3911 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3916 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3921 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3926 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3931 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3936 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3941 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3946 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3951 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3956 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3961 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3966 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3971 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3976 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3981 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3986 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3991 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 3996 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4001 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4006 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4011 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4016 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4021 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4026 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4031 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4036 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4041 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4046 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4051 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4056 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4061 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4066 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4071 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4076 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4081 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4086 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4091 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4096 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4101 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4106 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4111 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4116 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4121 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4126 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4131 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4136 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4141 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4146 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4151 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4156 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4161 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4166 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4171 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4176 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4181 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4186 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4191 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4196 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4201 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4206 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4211 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4216 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4221 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4226 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4231 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4236 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4241 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4246 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4251 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4256 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4261 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4266 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4271 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4276 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4281 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4286 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4291 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4296 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4301 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4306 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4311 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4316 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4321 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4326 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4331 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4336 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4341 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4346 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4351 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4356 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4361 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4366 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4371 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4376 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4381 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4386 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4391 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4396 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4401 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4406 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4411 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4416 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4421 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4426 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4431 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4436 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4441 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4446 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4451 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4456 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4461 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4466 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4471 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4476 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4481 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4486 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4491 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4496 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4501 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4506 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4511 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4516 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4521 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4526 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4531 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4536 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4541 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4546 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4551 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4556 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4561 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4566 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4571 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4576 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4581 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4586 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4591 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4596 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4601 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4606 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4611 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4616 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4621 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4626 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4631 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4636 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4641 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4646 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4651 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4656 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4661 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4666 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4671 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4676 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4681 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4686 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4691 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4696 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4701 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4706 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4711 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4716 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4721 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4726 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4731 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4736 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4741 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4746 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4751 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4756 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4761 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4766 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4771 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4776 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4781 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4786 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4791 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4796 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4801 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4806 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4811 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4816 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4821 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4826 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4831 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4836 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4841 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4846 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4851 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4856 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4861 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4866 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4871 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4876 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4881 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4886 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4891 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4896 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4901 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4906 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4911 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4916 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4921 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4926 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4931 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4936 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4941 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4946 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4951 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4956 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4961 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
Gen 4966 | fit  13.780 | CAGR  222.8% | DD  16.2% | Calmar  13.78 | trades   82 | ✓
